Index,Company,sector,annual_return_log,Std,Skewness,Kurtosis
210,GM,Consumer Discretionary,0.1898123867929307,0.6350802639928687,-0.469583288,4.927480666686901
211,GPC,Consumer Discretionary,-0.010627223,0.5344877864910166,0.14300964022151152,7.917059194779116
212,GILD,Health Care,-0.030817222,0.38513511140870005,0.42869291293670303,2.420163974808162
213,GL,Financials,-0.120633187,0.5524938619093847,-0.447639598,4.180946007121079
214,GPN,Information Technology,0.015468181784769077,0.5662356610889963,-0.015635656,9.60378115007008
215,GS,Financials,0.08304778557882236,0.5414073558535449,-0.138039744,5.141730839803705
216,GWW,Industrials,0.2481946057839276,0.44115065898421973,-0.612801886,6.930529504196754
217,HAL,Energy,-0.195097149,1.013500977343923,-1.951617407,14.48761376932119
218,HBI,Consumer Discretionary,0.069748772775382,0.6664134807108589,-0.209868378,3.9543290239113764
219,HIG,Financials,-0.23290093,0.679032615608532,-0.525456208,11.589478346303896
220,HAS,Consumer Discretionary,-0.077960971,0.5674479694245612,-0.548473274,9.60530405409815
221,HCA,Health Care,0.11690236643304644,0.63003764862978,-0.047673666,6.395540271712688
222,PEAK,Real Estate,-0.183887282,0.6175423112348996,-1.21344493,9.648619215715815
223,HSIC,Health Care,-0.051875775,0.4594865082705756,-0.151797156,1.7428980596356203
224,HSY,Consumer Staples,0.0004869081854213836,0.3935732319108138,-1.797414275,15.531255767971086
225,HES,Energy,-0.220037009,0.8475511200960623,-1.457497074,14.956086860947032
226,HPE,Information Technology,-0.219197494,0.5731137901440196,-0.583334254,3.720224427708457
227,HLT,Consumer Discretionary,-0.062435147,0.5313264481104587,-0.102602947,3.045774051174144
228,HFC,Energy,-0.63406298,0.8182979306683581,0.5796442423787076,3.2829735500727555
229,HOLX,Health Care,0.35627312454872034,0.4931673574469419,-1.77638174,13.107271387264294
230,HD,Consumer Discretionary,0.18929173425633564,0.46223682064207894,-1.876312078,16.60021184956471
231,HON,Industrials,0.18778568313396723,0.46948851264794345,-0.089981291,4.406264836434622
232,HRL,Consumer Staples,0.027032381542677918,0.30777508172645285,0.9751383180015177,10.072235909487514
233,HST,Real Estate,-0.245455277,0.7000807414671393,0.9325926045561852,6.295763129067998
234,HWM,Industrials,-0.11285129,0.796886900301328,-0.028099343,3.884740443252891
235,HPQ,Information Technology,0.13033522323691588,0.5749856197361218,-0.818708218,5.60698624803875
236,HUM,Health Care,0.07545207093208162,0.5218607228478829,0.23353090354020845,5.843261685926613
237,HBAN,Financials,-0.119433423,0.6783200226632389,0.034572520361792904,1.881524389119626
238,HII,Industrials,-0.543194753,0.47083059878975464,-0.361512034,2.6687544657946853
239,IEX,Industrials,0.14619674508965602,0.40252502042651056,-0.892294323,4.425257027976574
240,IDXX,Health Care,0.5834868162895172,0.4284779602139091,-0.390103794,3.5355994423312262
241,INFO,Industrials,0.10091752404513075,0.460566723267296,1.8450328954894128,25.615854210727527
242,ITW,Industrials,0.16891677145809544,0.44090314334795494,0.19931594777865252,6.944670925039645
243,ILMN,Health Care,0.11196077720220295,0.47989711965081056,-0.738062043,2.4056799956356327
244,INCY,Health Care,0.11074326654694086,0.4236510436216516,0.27521992165406334,0.5450485701134267
245,IR,Industrials,0.3418532931630225,0.5310739611711475,-0.745331458,5.693628248011331
246,INTC,Information Technology,-0.267740017,0.5580730768313168,-0.814849319,9.895031030810344
247,ICE,Financials,0.17636812005909633,0.39867872028394674,-1.004721434,6.797233075570313
248,IBM,Information Technology,-0.075675575,0.4271545003984963,-0.486012717,4.449146252110804
249,IP,Materials,0.16862022876200927,0.5358845138198277,0.07555632166899003,3.256538077010422
250,IPG,Communication Services,0.0266285293368416,0.5952009447609311,-0.271314863,3.1308395701448104
251,IFF,Materials,-0.160334082,0.41562636240711204,0.04984932403799263,3.156158183442609
252,INTU,Information Technology,0.3060632982138522,0.4872319324182276,0.22881255374324908,7.873852638660628
253,ISRG,Health Care,0.2913855291102215,0.47158325681238067,-0.196209797,6.78998034353401
254,IVZ,Financials,0.013811157958195963,0.7851960648631743,-0.850387905,4.000993401753551
255,IPGP,Information Technology,0.43231358695870675,0.5348308448997394,0.8674220039690795,6.372210640827635
256,IQV,Health Care,0.10341839162498793,0.5187405511226008,-0.702049086,7.69978513643443
257,IRM,Real Estate,0.002418401179258327,0.466946137991296,-0.670673397,6.4156253574281
258,JKHY,Information Technology,0.07087792957859256,0.4129864955701369,-0.606662119,5.1304691288013
259,J,Industrials,0.13739206003725754,0.444273998972166,-0.494950379,3.794374065611934
260,JBHT,Industrials,0.2226967587919854,0.42568471477441944,-0.583691793,7.173231514168057
261,SJM,Consumer Staples,0.09764322554519683,0.33695820009410404,0.2709564426298869,4.82627039481558
262,JNJ,Health Care,0.05648128305020932,0.3134644188306478,0.1773334652434747,4.509648242438543
263,JCI,Industrials,0.15306888035633756,0.4453739210549598,-0.905015812,3.7257747391804275
264,JPM,Financials,-0.070207219,0.5631171813799528,-0.002461259,5.220356145482208
265,JNPR,Information Technology,-0.056703185,0.3820598458468753,-0.175214143,3.875038553748227
266,KSU,Industrials,0.20794612172334626,0.5069055449332613,0.07320588978202357,10.343690338498169
267,K,Consumer Staples,-0.1141776,0.3295280204565971,-0.586240716,9.775371661895594
268,KEY,Financials,-0.171158151,0.7956965658116468,-0.559659944,5.207878097251948
269,KEYS,Information Technology,0.20656757874142975,0.4538024138578823,0.038374238430583546,3.5178483246715917
270,KMB,Consumer Staples,-0.049686678,0.32325308511029677,-0.000734319,5.91013759185525
271,KIM,Real Estate,-0.329597078,0.7801547758845838,0.2875537046947082,6.062998047250858
272,KMI,Energy,-0.355711457,0.593854248419843,-1.434968709,10.595725879598993
273,KLAC,Information Technology,0.42446131718388014,0.6193349134094532,0.1200244361592298,3.9932655508896255
274,KHC,Consumer Staples,0.17566748500136187,0.44284229523145846,0.3982478976075268,10.70211614221508
275,KR,Consumer Staples,0.10405590217368171,0.33157211717343194,-0.205448058,2.5832769238317814
276,LB,Consumer Discretionary,0.7116366256151846,0.9773214751113929,0.4335479764779744,8.832941515399936
277,LHX,Industrials,-0.173489674,0.4287572324744302,-0.569782289,6.7521147929819385
278,LH,Health Care,0.13881369367020208,0.5444342407134155,-1.218053461,9.627454933684094
279,LRCX,Information Technology,0.5023251507092575,0.6604505152950259,-0.514585184,5.367166981963933
280,LW,Consumer Staples,-0.164099356,0.6035566947880542,-0.959855827,6.259109663046296
281,LVS,Consumer Discretionary,-0.200053299,0.6092898799957605,-0.463887439,3.1700184089644514
282,LEG,Consumer Discretionary,-0.195820881,0.6960721512762853,-0.217300798,2.4559336861659853
283,LDOS,Information Technology,0.017516001509077516,0.45626156663933015,-0.485929759,5.310633165254586
284,LEN,Consumer Discretionary,0.2346076413260761,0.7071697689726018,-0.306059613,4.8694422325222
285,LLY,Health Care,0.21390566183281448,0.43399855173558466,1.1836051549740425,7.474078536890696
286,LNC,Financials,-0.155325932,0.995312623875756,-0.258576176,5.938512941788641
287,LIN,Materials,0.21491064490375505,0.4037714326857427,-0.166774165,4.39752813831325
288,LYV,Communication Services,-0.037906463,0.7581365793640097,-0.289665463,2.95158360530585
289,LKQ,Consumer Discretionary,0.04940837810934396,0.6836583804574388,-0.297645156,7.138586932378793
290,LMT,Industrials,-0.180846068,0.4275362334403576,-0.456214111,6.573647186874977
291,L,Financials,-0.168294241,0.6148711111150527,-0.60761529,4.352198372847215
292,LOW,Consumer Discretionary,0.3502567255028798,0.5477826913820386,-2.652965335,21.385116178984077
293,LYB,Materials,0.06961249787520375,0.7447493030068731,-1.221530467,8.336620785290439
294,MTB,Financials,-0.248132444,0.6578017980150604,0.5549986105023946,4.184652817666993
295,MRO,Energy,-0.713678563,1.0569317855034686,-3.260430961,33.41185325143262
296,MPC,Energy,-0.306067758,0.8774767832361475,-0.757402268,5.80936438318072
297,MKTX,Financials,0.4862902647940388,0.4800437786126377,0.35217589292829576,3.4768252872060135
298,MAR,Consumer Discretionary,-0.132190846,0.6871287330669219,0.2509729265381341,2.8670820268413433
299,MMC,Financials,0.027286770546535718,0.3784616106811902,-0.440613573,9.018971474217183
300,MLM,Materials,0.046136612872463324,0.5770998367942092,-0.386730757,2.7940782015116437
301,MAS,Industrials,0.14458003864219898,0.4339286280526958,-0.138887037,5.238337552622635
302,MA,Information Technology,0.045573045356552426,0.503136529471576,0.20578309545846685,5.058900806152813
303,MKC,Consumer Staples,0.11028837874458539,0.39566447466410126,-0.272819989,10.042460450074705
304,MXIM,Information Technology,0.36617380995201326,0.451745659049022,-0.291325657,4.301297432754579
305,MCD,Consumer Discretionary,0.03181325153732827,0.415344879848145,-0.2408688,16.23782555581888
306,MCK,Health Care,0.11865526657323702,0.46656743656545646,0.47861788680935374,2.901428157256479
307,MDT,Health Care,-0.025848224,0.42860267385332046,-0.247581269,4.56892556863405
308,MRK,Health Care,-0.104022416,0.3285110846673537,-0.043061157,3.6001813786560977
309,MET,Financials,-0.089942167,0.6301671150427121,-0.565512948,4.9106874594083845
